Ticker,Name
EUROTEXIND.BO,EUROTEX INDUSTRIES & EXPORTS L
EUROTEXIND.NS,Eurotex Industries and Exports Limited
EVEREADY.BO,EVEREADY INDUSTRIES INDIA LTD.
EVEREADY.NS,Eveready Industries India Limited
EVERESTIND.BO,EVEREST INDUSTRIES LTD.
EVERESTIND.NS,Everest Industries Limited
EVERESTO.BO,Everest Organics Limited
EVERLON.BO,Everlon Synthetics Ltd
EXCEL.BO,EXCEL REALTY N INFRA LTD.
EXCEL.NS,Excel Realty N Infra Limited
EXCELINDUS.BO,EXCEL INDUSTRIES LTD.
EXCELINDUS.NS,Excel Industries Limited
EXIDEIND.BO,Exide Industries Limited
EXIDEIND.NS,Exide Industries Limited
EXPLICITFIN.BO,Explicit Finance Limited
EXPOGAS.BO,Expo Gas Containers Ltd.
FACORALL.BO,Facor Alloys Ltd.
FACORSTE.BO,Facor Steels Ltd.
FACT.BO,FERTILIZERS & CHEMICALS TRAVAN
FACT.NS,The Fertilisers And Chemicals Travancore Limited
FASTRAENT.BO,Fast Track Entertainment Ltd.
FAZE3Q.BO,Faze Three Ltd.
FCL.BO,FINEOTEX CHEMICAL LTD.
FCL.NS,Fineotex Chemical Limited
FCSSOFT.BO,FCS Software Solutions Limited
FCSSOFT.NS,FCS Software Solutions Limited
FDC.BO,FDC Limited
FDC.NS,FDC Limited
FEDERALBNK.BO,FEDERAL BANK LTD.
FEDERALBNK.NS,The Federal Bank Limited
FENOPLAS.BO,Fenoplast Ltd.
FERVENTSYN.BO,FERVENT SYNERGIES LTD.
FFPL.BO,Foundry Fuel Products Ltd.
FGP.BO,FGP Ltd.
FIBERWEB.BO,Fiberweb (India) Ltd.
FIEMIND.BO,Fiem Industries Ltd.
FIEMIND.NS,Fiem Industries Limited
FILATEX.BO,Filatex India Ltd.
FILATEX.NS,Filatex India Limited
FILATFASH.BO,Filatex Fashions Limited
FILME.BO,Filmcity Media Ltd.
FILTRA.BO,Filtra Consultants and Enginee
FINCABLES.BO,Finolex Cables Ltd.
FINCABLES.NS,Finolex Cables Limited
FINELINE.BO,Fine-Line Circuits Limited
FINKURVE.BO,FINKURVE FINANCIAL SERVICES LT
FINOLEXIND.BO,Finolex Industries Limited
FINPIPE.NS,Finolex Industries Limited
FIRSTOBJ.BO,Firstobject Technologies Ltd
FISCHER.BO,Fischer Chemic Ltd.
FLEXFO.BO,Flex Foods Ltd.
FLEXITUFF.BO,FLEXITUFF INTERNATIONAL LTD.
FLEXITUFF.NS,Flexituff International Limited
FLFL.BO,FUTURE LIFESTYLE FASHIONS LTD
FLFL.NS,Future Lifestyle Fashions Limited
FLORATX.BO,Flora Textiles Ltd
FLUIDOM.BO,Fluidomat Ltd.
FMGOETZE.BO,FEDERAL-MOGUL GOETZE (INDIA) L
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited
FMNL.BO,FUTURE MARKET NETWORKS LTD.
FMNL.NS,Future Market Networks Limited
FOCUSIRL.BO,FOCUS INDUSTRIAL RESOURCES LTD
FOODSIN.BO,Foods & Inns Ltd.
FORBESCO.BO,Forbes & Company Limited
FORCEMOT.BO,Force Motors Ltd.
FORINTL.BO,FORTUNE INTERNATIONAL LTD.
FORTIS.BO,Fortis Healthcare Limited
FORTIS.NS,Fortis Healthcare Limited
FORTISMLR.BO,FORTIS MALAR HOSPITALS LIMITED
FOSECOIND.BO,FOSECO INDIA LTD.
FOSECOIND.NS,Foseco India Limited
FRASER.BO,Fraser And Company Limited
FREDUN.BO,Fredun Pharmaceuticals Limited
FRONTBUSS.BO,Inanna Fashion and Trends Limited
FRONTCORP.BO,Frontline Corporation Limited
FRONTSP.BO,Frontier Springs Ltd.
FRSHTRP.BO,Freshtrop Fruits Limited
FRUTION.BO,FRUITION VENTURE LTD
FSL.BO,Firstsource Solutions Limited
FSL.NS,Firstsource Solutions Limited
FUNNY.BO,Funny Software Limited
FUTSOL.BO,FUTURISTIC SOLUTIONS LTD.
FUTURSEC.BO,Futuristic Securities Limited
GABRIEL.BO,Gabriel India Limited
GABRIEL.NS,Gabriel India Limited
GAEL.BO,Gujarat Ambuja Exports Limited
GAEL.NS,Gujarat Ambuja Exports Limited
GAGAN.BO,Gagan Gases Limited
GAGANPO.BO,GAGAN POLYCOT INDIA LTD.
GAIL.BO,GAIL (India) Limited
GAIL.NS,GAIL (India) Limited
GAJRA.BO,Gajra Bevel Gears Ltd.
GAL.BO,GYSCOAL ALLOYS LTD.
GAL.NS,Gyscoal Alloys Limited
GALADA.BO,Galada Power And Telecommunication Limited
GALADAFIN.BO,Galada Finance Limited
GALLANTT.BO,Gallantt Metal Ltd.
GALLANTT.NS,Gallantt Metal Limited
GALLISPAT.BO,GALLANTT ISPAT LTD.
GALLISPAT.NS,Gallantt Ispat Limited
GALLOPENT.BO,GALLOPS ENTERPRISE LTD.
GALXBRG.BO,GALAXY BEARINGS LTD.
GAMIE.BO,Gamma Infoway Exalt Ltd.
GAMMNINFRA.BO,GAMMON INFRASTRUCTURE PROJECTS
GAMMNINFRA.NS,Gammon Infrastructure Projects Limited
GAMMONIND.BO,Gammon India Limited
GANDHITUBE.BO,GANDHI SPECIAL TUBES LTD.
GANDHITUBE.NS,Gandhi Special Tubes Limited
GANECOS.BO,GANESHA ECOSPHERE LTD.
GANECOS.NS,Ganesha Ecosphere Limited
GANESHBE.BO,Ganesh Benzoplast
GANESHHOUC.BO,GANESH HOUSING CORPORATION LTD
GANESHHOUC.NS,Ganesh Housing Corporation Limited
GANGAPA.BO,GANGA PAPERS INDIA LTD.
GANGOTRI.BO,"Gangotri Iron & Steel Co., Ltd."
GANGOTRI.NS,Gangotri Textiles Limited
GANHOLD.BO,GANESH HOLDINGS LTD.
GARGFUR.BO,Garg Furnace Ltd
GARLNIN.BO,GARLON POLYFAB INDUSTRIES LTD.
GARNET.BO,Garnet Construction Ltd.
GARNETINT.BO,Garnet International Limited
GARODCH.BO,GARODIA CHEMICALS LTD.
GARWAMAR.BO,Garware Marine Industries Ltd.
GARWARPOLY.BO,Garware Polyester Limited
GARWSYN.BO,Garware Synthetics Limited
GATI.BO,Gati Ltd
GATI.NS,Gati Limited
GAYAPROJ.BO,Gayatri Projects Limited
GAYAPROJ.NS,Gayatri Projects Limited
GAYATRI.BO,Gayatri Sugars Ltd.
GAYATRIBI.BO,Gayatri BioOrganics Limited
GBFL.BO,Goenka Business & Finance Limi
GCMCAPI.BO,GCM CAPITAL ADVISORS LTD
GCMSECU.BO,GCM SECURITIES LTD
GDL.BO,Gateway Distriparks Limited
GDL.NS,Gateway Distriparks Limited
GDLLEAS.BO,GDL Leasing & Finance Ltd
GEE.BO,GEE Limited
GEECEE.BO,GeeCee Ventures Ltd
GEECEE.NS,GeeCee Ventures Limited
GEETANJ.BO,Geetanjali Credit And Capital
GEMSI.BO,Gemstone Investments Limited
GENERAAGRI.BO,GENERA AGRI CORP LTD.
GENESYS.BO,Genesys International Corporation Limited
GENESYS.NS,Genesys International Corporation Limited
GENNEX.BO,Gennex Laboratories Limited
GENUSPAPER.BO,GENUS PAPER & BOARDS LIMITED
GENUSPAPER.NS,Genus Paper & Boards Limited
GENUSPOWER.BO,GENUS POWER INFRASTRUCTURES LT
GENUSPOWER.NS,Genus Power Infrastructures Limited
GESHIP.BO,The Great Eastern Shipping Company Limited
GESHIP.NS,The Great Eastern Shipping Company Limited
GGDANDE.BO,GG Dandekar Machine Works Ltd.
GHCL.BO,GHCL Limited
GHCL.NS,GHCL Limited
GICHSGFIN.BO,GIC HOUSING FINANCE LTD.
GICHSGFIN.NS,GIC Housing Finance Limited
GILADAFINS.BO,Gilada Finance & Investments L
GILLANDERS.BO,GILLANDERS ARBUTHNOT & CO.LTD.
GILLANDERS.NS,Gillanders Arbuthnot and Company Limited
GILLETTE.BO,Gillette India Limited
GILLETTE.NS,Gillette India Limited
GINISILK.BO,Gini Silk Mills Limited
GINNIFILA.NS,Ginni Filaments Limited
GIPCL.BO,Gujarat Industries Power Co. Ltd.
GIPCL.NS,Gujarat Industries Power Company Limited
GIRRESORTS.NS,GIR Natureview Resorts Limited
GISL.BO,GANGOTRI IRON & STEEL COMPANY
GISOLUTION.BO,GI ENGINEERING SOLUTIONS LTD.
GISOLUTION.NS,GI Engineering Solutions Limited
GITANJALI.NS,Gitanjali Gems Limited
GITARENEW.BO,GITA RENEWABLE ENERGY LIMITED
GKB.BO,GKB Ophthalmics Ltd
GKCONS.BO,G.K. Consultants Limited
GKWLIMITED.NS,GKW Limited
GLANCE.BO,Glance Finance Ltd.
GLAXO.NS,GlaxoSmithkline Pharmaceuticals Limited
GLENMARK.BO,Glenmark Pharmaceuticals Ltd.
GLENMARK.NS,Glenmark Pharmaceuticals Limited
GLFL.BO,Gujarat Lease Financing Limited
GLFL.NS,Gujarat Lease Financing Limited
GLITTEKG.BO,Glittek Granites Ltd.
GLOBAL.BO,GLOBAL LAND MASTERS CORPORATIO
GLOBALCA.BO,Global Capital Market & Infrastructures Ltd
GLOBALVECT.BO,GLOBAL VECTRA HELICORP LTD.
GLOBALVECT.NS,Global Vectra Helicorp Limited
GLOBOFFS.BO,GLOBAL OFFSHORE SERVICES LTD.
GLOBOFFS.NS,Global Offshore Services Limited
GLOBSEC.BO,Global Securities Ltd
GLOBUSCON.BO,GLOBUS CONSTRUCTORS & DEVELOPE
GLOBUSSPR.BO,Globus Spirits Ltd.
GLOBUSSPR.NS,Globus Spirits Limited
GMBREW.BO,GM Breweries Ltd
GMBREW.NS,G.M.Breweries Limited
GMDCLTD.BO,GUJARAT MINERAL DEVELOPMENT CO
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited
GMETCOAL.BO,GUJARAT METALLIC COAL & COKE L
GMM.BO,GMM Pfaudler Ltd.
GMRINFRA.BO,GMR Infrastructure Limited
GMRINFRA.NS,GMR Infrastructure Limited
GNFC.BO,Gujarat Narmada Valley Fertilizers & Chemicals Limited
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited
GNRL.BO,GUJARAT NATURAL RESOURCES LIMI
GOACARBON.BO,GOA CARBON LTD.
GOACARBON.NS,Goa Carbon Limited
GOCLCORP.BO,GOCL Corporation Limited
GOCLCORP.NS,GOCL CORPORATION L INR2
GODAVARI.BO,Godavari Drugs Ltd.
GODFRYPHLP.BO,Godfrey Phillips India Limited
GODFRYPHLP.NS,Godfrey Phillips India Limited
GODREJCP.BO,Godrej Consumer Products Limited
GODREJCP.NS,Godrej Consumer Products Limited
GODREJIND.BO,Godrej Industries Ltd.
GODREJIND.NS,Godrej Industries Limited
GODREJPROP.BO,GODREJ PROPERTIES LTD
GODREJPROP.NS,Godrej Properties Limited
GOENKA.BO,GOENKA DIAMOND & JEWELS LTD.
GOENKA.NS,Goenka Diamond and Jewels Limited
GOGIACAP.BO,Gogia Capital Services Ltd.
GOKAKTEX.BO,Gokak Textiles Ltd.
GOKEX.BO,GOKALDAS EXPORTS LTD.
GOKEX.NS,Gokaldas Exports Limited
GOKUL.BO,Gokul Refoils And Solvent Limited
GOKUL.NS,Gokul Refoils & Solvent Ltd
GOKULAGRO.BO,Gokul Agro Resources Ltd
GOKULAGRO.NS,Gokul Agro Resources Limited
GOLCA.BO,Golden Carpets Ltd
GOLDBEES.BO,GOLDMAN SACHS GOLD EXCHANGE TR
GOLDBEES.NS,Goldman Sachs Gold BeES ETF
GOLDCOINHF.BO,GOLD COIN HEALTH FOODS LTD
GOLDCORP.BO,GOLDCREST CORPORATION LIMITED
GOLDENTOBC.BO,GOLDEN TOBACCO LTD.
GOLDENTOBC.NS,Golden Tobacco Limited
GOLDIAM.BO,GOLDIAM INTERNATIONAL LTD.
GOLDIAM.NS,Goldiam International Limited
GOLDLINE.BO,GOLD LINE INTERNATIONAL FINVES
GOLDSHARE.BO,UTI Mutual Fund - UTI-Gold Exchange Traded Fund
GOLDSHARE.NS,UTI Gold ETF
GOLDTECH.BO,Goldstone Technologies Ltd.
GOLDTECH.NS,Goldstone Technologies Limited
GOLECHA.BO,Golechha Global Finance Ltd.
GOLKONDA.BO,Golkonda Aluminium Extrusions
GOLKUNDIA.BO,Golkunda Diamonds & Jewellery Limited
GOODLUCK.NS,Goodluck India Limited
GOODRICKE.BO,GOODRICKE GROUP LTD.
GOODYEAR.BO,GOODYEAR INDIA LTD.
GOPAIST.BO,Gopal Iron & Steels Company Gujarat Ltd
GOPALA.BO,Gopala Polyplast Ltd.
GOPLEEIN.BO,Goplee Infotech Ltd.
GORANIN.BO,Gorani Industries Ltd
GOTHIPL.BO,Gothi Plascon (India) Limited
GOVINDRU.BO,Govind Rubber Ltd.
GOWRALE.BO,Gowra Leasing & Finance Ltd.
GOYALASS.BO,GOYAL ASSOCIATES LTD.
GPIL.BO,Godawari Power & Ispat Ltd.
GPIL.NS,Godawari Power & Ispat Limited
GPL.BO,Grandeur Products Limited
GPPL.BO,GUJARAT PIPAVAV PORT LTD.
GPPL.NS,Gujarat Pipavav Port Limited
GPTINFRA.BO,GPT INFRAPROJECTS LTD.
GRANDFONRY.BO,GRAND FOUNDRY LTD.
GRANULES.BO,Granules India Limited
GRANULES.NS,Granules India Limited
GRAPHITE.BO,Graphite India Ltd.
GRAPHITE.NS,Graphite India Limited
GRASIM.BO,Grasim Industries Limited
GRASIM.NS,Grasim Industries Limited
GRATEXI.BO,Gratex Industries Limited
GRAUWEIL.BO,Grauer & Weil (India) Ltd.
GRAVISSHO.BO,Graviss Hospitality Limited
GRAVITA.BO,GRAVITA INDIA LTD.
GRAVITA.NS,Gravita India Limited
GRAVITY.BO,Gravity (India) Limited
GRCABLE.BO,GR Cables Ltd.
GREAVESCOT.BO,GREAVES COTTON LTD.
GREAVESCOT.NS,Greaves Cotton Limited
GREENCREST.BO,GREENCREST FINANCIAL SERVICES
GREENLAM.NS,GREENLAM INDUSTRIE INR5
GREENPLY.BO,Greenply Industries Limited
GREENPLY.NS,Greenply Industries Limited
GREENPOWER.BO,ORIENT GREEN POWER COMPANY LTD
GREENPOWER.NS,Orient Green Power Company Limited
GREYCELLS.BO,Greycells Education Ltd
GRINDWELL.BO,GRINDWELL NORTON LTD.
GRINDWELL.NS,Grindwell Norton Limited
GRMOVER.BO,GRM Overseas Ltd.
GRNLAMIND.BO,Greenlam Industries Ltd
GROVY.BO,Grovy India Limited
GRPLTD.BO,GRP LTD.
GRPLTD.NS,GRP Limited
GSAUTO.BO,GS Auto International Limited
GSBFIN.BO,Gsb Finance Ltd
GSCLCEMENT.BO,GUJARAT SIDHEE CEMENT LTD.
GSCLCEMENT.NS,Gujarat Sidhee Cement Limited
GSFC.BO,Gujarat State Fertilizers & Chemicals Ltd.
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited
GSKCONS.NS,GlaxoSmithKline Consumer Healthcare Limited
GSLSEC.BO,Gsl Securities Ltd
GSPL.BO,Gujarat State Petronet Limited
GSPL.NS,Gujarat State Petronet Limited
GSS.BO,GSS INFOTECH LTD.
GSS.NS,GSS Infotech Limited
GTEIT.BO,G-Tech Info-Training Ltd.
GTL.BO,GTL Ltd.
GTL.NS,GTL Limited
GTLINFRA.BO,GTL Infrastructure Ltd.
GTLINFRA.NS,GTL Infrastructure Limited
GTNIND.NS,GTN Industries Limited
GTNINDS.BO,GTN Industries Limited
GTNTEX.BO,GTN Textiles Ltd.
GTNTEX.NS,GTN Textiles Limited
GTV.BO,GTV Engineering Limited
GUFICBIO.BO,Gufic Biosciences Ltd.
GUFICBIO.NS,Gufic Biosciences Limited
GUJALKALI.BO,Gujarat Alkalies and Chemicals Limited
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited
GUJAPOLLO.BO,GUJARAT APOLLO INDUSTRIES LTD.
GUJAPOLLO.NS,Gujarat Apollo Industries Limited
GUJCMDS.BO,Gujchem Distillers India Ltd
GUJCONT.BO,GUJARAT CONTAINERS LTD.
GUJCOTEX.BO,Gujarat Cotex Ltd.
GUJCRAFT.BO,Gujarat Craft Industries Ltd.
GUJCRED.BO,Gujarat Credit Corporation Limited
GUJCYPROM.BO,GUJARAT CYPROMET LTD.
GUJGAS.BO,Gujarat Gas Limited
GUJGASLTD.NS,GUJARAT GAS LIMITE INR10 NEW
GUJHOTE.BO,Gujarat Hotels Ltd.
GUJINJEC.BO,GUJARAT INJECT (KERALA) LTD.
GUJINTRX.BO,Gujarat Intrux Limited
GUJINV.BO,Gujarat Investa Ltd.
GUJNFLY.BO,Gujarat Narmada Flyash Company Limited
GUJNRECOKE.BO,GUJARAT NRE COKE LTD.
GUJNRECOKE.NS,Gujarat NRE Coke Ltd.
GUJNREDVR.NS,Gujarat NRE Coke Ltd.
GUJPE.BO,GUJARAT PERSTORP ELECTRONICS L
GUJPETR.BO,Gujarat Petrosynthese Ltd.
GUJRAFIA.BO,Gujarat Raffia Industries Ltd.
GUJSTATFIN.BO,GUJARAT STATE FINANCIAL CORPOR
GUJTERC.BO,Gujarat Terce Laboratories Ltd.
GUJTHEM.BO,Gujarat Themis Biosyn Ltd.
GUJTLRM.BO,Gujarat Toolroom Limited
GULFOILLUB.BO,GULF OIL LUBRICANTS INDIA LTD
GULFOILLUB.NS,Gulf Oil Lubricants India Limited
GULFPETRO.BO,GP PETROLEUMS LTD
GULFPETRO.NS,GP Petroleums Limited
GULPOLY.BO,Gulshan Polyols Limited
GULPOLY.NS,Gulshan Polyols Limited
GUPTSYN.BO,Gupta Synthetics Ltd.
GVFILM.BO,GV Films Limited
GVKPIL.BO,GVK Power & Infrastructure Limited
GVKPIL.NS,GVK Power & Infrastructure Limited
GYANDEV.BO,GYAN DEVELOPERS & BUILDERS LTD
HALDYNGL.BO,Haldyn Glass Ltd
HARAFIN.BO,HARYANA FINANCIAL CORPORATION
HARDCAS.BO,Hardcastle & Waud Manufacturing Company Ltd
HARIAAPL.BO,HARIA APPARELS LTD
HARIAEXPO.BO,HARIA EXPORTS LTD.
HARITASEAT.BO,HARITA SEATING SYSTEMS LTD.
HARITASEAT.NS,Harita Seating Systems Limited
HARLETH.BO,"Haryana Leather Chemicals, Ltd."
HARRMALAYA.BO,HARRISONS MALAYALAM LTD.
HARRMALAYA.NS,Harrisons Malayalam Limited
HARYNACAP.BO,Haryana Capfin Limited
HASTIFIN.BO,Hasti Finance Ltd.
HATHWAY.BO,Hathway Bhawani Cabletel and Datacom Ltd.
HATHWAY.NS,Hathway Cable & Datacom Limited
HATHWAYB.BO,HATHWAY BHAWANI CABLETEL & DAT
HATSUN.BO,Hatsun Agro Product Limited
HATSUN.NS,Hatsun Agro Product Limited
HAVELLS.BO,Havells India Ltd.
HAVELLS.NS,Havells India Limited
HAWAENG.BO,Hawa Engineers ltd.
HAWKINCOOK.BO,HAWKINS COOKERS LTD.
HAZOOR.BO,Hazoor Multi Projects Ltd
HBESD.BO,HB Estate Developers Ltd.
HBLEAS.BO,HB Leasing & Finance Co. Ltd.
HBLPOWER.BO,HBL POWER SYSTEMS LTD.
HBLPOWER.NS,HBL Power Systems Limited
HBPOR.BO,HB Portfolio Limited
HBSTOCK.BO,HB Stockholdings Limited
HCC.BO,Hindustan Construction Company Limited
HCC.NS,Hindustan Construction Company Limited
HCG.BO,HealthCare Global Enterprises
HCG.NS,HealthCare Global Enterprises Limited
HCL-INSYS.BO,HCL INFOSYSTEMS LTD.
HCL-INSYS.NS,HCL Infosystems Limited
HCLTD.BO,HIND COMMERCE LIMITED
HCLTECH.BO,HCL Technologies Ltd.
HCLTECH.NS,HCL Technologies Limited
HDFC.BO,Housing Development Finance Corporation Limited
HDFC.NS,Housing Development Finance Corporation Limited
HDFCBANK.BO,HDFC Bank Limited
HDFCBANK.NS,HDFC Bank Limited
HDFCMFGETF.BO,HDFC MUTUAL FUND - HDFC GOLD E
HDFCMFGETF.NS,HDFC Gold ETF
HDFCNIFETF.BO,HDFC Mutual Fund
HDFCNIFETF.NS,HDFC Nifty ETF
HDFCSENETF.NS,HDFC Sensex ETF
HDIL.BO,Housing Development & Infrastructure Limited
HDIL.NS,Housing Development and Infrastructure Limited
HECPROJECT-SM.NS,HEC INFRA PROJECTS INR10
HEERAISP.BO,Heera Ispat Ltd
HEG.BO,HEG Limited
HEG.NS,HEG Limited
HEIDELBERG.BO,HEIDELBERGCEMENT INDIA LTD.
HEIDELBERG.NS,HeidelbergCement India Limited
HELPAGE.BO,Helpage Finlease Ltd.
HEMANG.BO,HEMANG RESOURCES LIMITED
HERCULES.BO,Hercules Hoists Limited
HERCULES.NS,Hercules Hoists Limited
HERITGFOOD.BO,Heritage Foods Limited
HERITGFOOD.NS,Heritage Foods Limited
HEROMOTOCO.BO,HERO MOTOCORP LTD.
HEROMOTOCO.NS,Hero MotoCorp Limited
HESTERBIO.BO,Hester Biosciences Ltd
HESTERBIO.NS,Hester Biosciences Limited
HEXATRADEX.BO,HEXA TRADEX LTD.
HEXATRADEX.NS,Hexa Tradex Limited
HEXAWARE.NS,Hexaware Technologies Limited
HFCL.BO,Himachal Futuristic Communications Ltd.
HFCL.NS,Himachal Futuristic Communications Limited
HGS.BO,HINDUJA GLOBAL SOLUTIONS LTD.
HGS.NS,Hinduja Global Solutions Limited
HIGHENE.BO,High Energy Batteries (India) Ltd.
HIKAL.BO,Hikal Limited
HIKAL.NS,Hikal Limited
HIL.BO,HIL LTD.
HIL.NS,HIL Limited
HILTON.BO,Hilton Metal Forging Limitied
HILTON.NS,Hilton Metal Forging Limited
HIMATSEIDE.BO,Himatsingka Seide Ltd.
HIMATSEIDE.NS,Himatsingka Seide Limited
HIMFIBP.BO,Himachal Fibres Ltd.
HIMGRANI.BO,Himalaya Granites Ltd.
HINDADH.BO,Hindustan Adhesives Limited
HINDALCO.BO,Hindalco Industries Ltd.
HINDALCO.NS,Hindalco Industries Limited
HINDALUMI.BO,Hind Aluminium Industries Ltd
HINDBIO.BO,Hindustan Bio Sciences Ltd.
HINDCOMPOS.BO,HINDUSTAN COMPOSITES LTD.
HINDCOMPOS.NS,Hindustan Composites Limited
HINDCOPPER.BO,HINDUSTAN COPPER LTD.
HINDCOPPER.NS,Hindustan Copper Limited
HINDEVER.BO,Hindustan Everest Tools Limited
HINDHARD.BO,Hindustan Hardy Spicer Ltd.
HINDMILL.BO,HINDOOSTAN MILLS LTD.
HINDMOTORS.BO,HINDUSTAN MOTORS LTD.
HINDMOTORS.NS,Hindustan Motors Limited
HINDNATGLS.BO,HINDUSTHAN NATIONAL GLASS & IN
HINDNATGLS.NS,Hindusthan National Glass & Industries Limited
HINDOILEXP.BO,Hindustan Oil Exploration Company Limited
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited
HINDPETRO.BO,HINDUSTAN PETROLEUM CORPORATIO
HINDPETRO.NS,Hindustan Petroleum Corporation Limited
HINDSECR.BO,Hind Securities & Credits Limi
HINDSYNTEX.NS,Hind Syntex Limited
HINDTIN.BO,Hindustan Tin Works Ltd.
HINDUNILVR.BO,HINDUSTAN UNILEVER LTD.
HINDUNILVR.NS,Hindustan Unilever Limited
HINDZINC.BO,Hindustan Zinc Ltd.
HINDZINC.NS,Hindustan Zinc Limited
HINFLUR.BO,Hindustan Fluorocarbons Ltd.
HIPOLIN.BO,Hipolin Limited
HIRECT.BO,HIND RECTIFIERS LTD.
HIRECT.NS,Hind Rectifiers Limited
HISARMET.BO,Hisar Metal Industries Ltd.
HISARSP.BO,Hisar Spinning Mills Ltd.
HITECHGEAR.BO,The Hi-Tech Gears Ltd
HITECHGEAR.NS,The Hi-Tech Gears Limited
HITKITGLO.BO,Hit Kit Global Solutions Ltd.
HITTCO.BO,Hittco Tools Limited
HKT.BO,H.K.Trade International Limite
HMT.BO,HMT Ltd.
HMT.NS,HMT Limited
HMVL.BO,Hindustan Media Ventures Limited
HMVL.NS,Hindustan Media Ventures Limited
HNDFDS.BO,Hindustan Foods Limited
HNGSNGBEES.BO,GOLDMAN SACHS MUTUAL FUND
HNGSNGBEES.NS,Goldman Sachs Hang Seng BeES ETF
HOCL.BO,HINDUSTAN ORGANIC CHEMICALS LT
HONAUT.BO,HONEYWELL AUTOMATION INDIA LTD
HONAUT.NS,Honeywell Automation India Limited
HONDAPOWER.BO,HONDA SIEL POWER PRODUCTS LTD.
HONDAPOWER.NS,Honda Siel Power Products Limited
HOTELRUGBY.BO,HOTEL RUGBY LTD.
HOTELRUGBY.NS,Hotel Rugby Limited
HOTLSILV.BO,HS India Limited
HOVS.BO,HOV Services Limited
HOVS.NS,HOV Services Limited
HOWARHO.BO,Howard Hotels Limited
HPCOTTON.BO,HP Cotton Textile Mills Ltd.
HRMNYCP.BO,Harmony Capital Services Limited
HRYNSHP.BO,Hariyana Ship Breakers Ltd.
HSIL.BO,HSIL Limited
HSIL.NS,HSIL Limited
HTMEDIA.BO,HT Media Limited
HTMEDIA.NS,HT Media Limited
HUBTOWN.BO,HUBTOWN LTD.
HUBTOWN.NS,Hubtown Limited
HYPERSOFT.BO,HYPERSOFT TECHNOLOGIES LIMITED
HYTONE.BO,HYTONE TEXSTYLES LTD.
IBINFO.BO,IB Infotech Enterprises Limited
IBREALEST.BO,Indiabulls Real Estate Limited
IBREALEST.NS,Indiabulls Real Estate Limited
IBRIGST.BO,INDIAN BRIGHT STEEL CO.LTD.
IBULHSGFIN.BO,INDIABULLS HOUSING FINANCE LTD
IBULHSGFIN.NS,Indiabulls Housing Finance Limited
ICICIBANK.BO,ICICI Bank Ltd.
ICICIBANK.NS,ICICI Bank Limited
ICIL.BO,INDO COUNT INDUSTRIES LTD.
ICIL.NS,Indo Count Industries Limited
ICL.BO,Indo Cotspin Limited
ICRA.BO,ICRA Limited
ICRA.NS,ICRA Limited
ICSA.NS,ICSA (India) Limited
ICSL.BO,Integrated Capital Services Lt
IDBI.BO,IDBI Bank Limited
IDBI.NS,IDBI Bank Limited
IDBIGOLD.BO,IDBI MUTUAL FUND - IDBI GOLD E
IDBIGOLD.NS,IDBI Gold ETF
IDEA.BO,Idea Cellular Ltd.
IDEA.NS,Idea Cellular Limited
IDFC.BO,IDFC Limited
IDFC.NS,IDFC Limited
IDM.BO,International Data Management Ltd
IFBAGRO.BO,IFB AGRO INDUSTRIES LTD.
IFBAGRO.NS,IFB Agro Industries Limited
IFBIND.BO,IFB Industries Ltd.
IFBIND.NS,IFB Industries Limited
IFCI.BO,IFCI Limited
IFCI.NS,IFCI Limited
IFINSEC.BO,INDIA FINSEC LTD.
IFINSER.BO,INTERACTIVE FINANCIAL SERVICES
IFLPROMOT.BO,IFL Promoters Limited
IFSL.BO,Integrated Financial Services Limited
IGARASHI.BO,IGARASHI MOTORS INDIA LTD.
IGARASHI.NS,Igarashi Motors India Limited
IGL.BO,Indraprastha Gas Limited
IGL.NS,Indraprastha Gas Limited
IGPL.BO,I G PETROCHEMICALS LTD.
IGPL.NS,I G Petrochemicals Limited
IIFL.BO,IIFL HOLDINGS LIMITED
IIFL.NS,IIFL Holdings Limited
IITL.BO,Industrial Investment Trust Limited
IITL.NS,Industrial Investment Trust Limited
IITLPROJ.BO,IITL PROJECTS LIMITED
IKAB.BO,Ikab Securities & Investment Limited
IL&FSENGG.BO,IL&FS ENGINEERING AND CONSTRUC
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited
IL&FSTRANS.BO,IL&FS TRANSPORTATION NETWORKS
IL&FSTRANS.NS,IL&FS Transportation Networks Limited
IMCAP.BO,IM+ CAPITALS LIMITED
IMFA.BO,Indian Metals & Ferro Alloys Limited
IMFA.NS,Indian Metals and Ferro Alloys Limited
IMPAL.BO,India Motor Parts and Accessories Limited
IMPAL.NS,India Motor Parts and Accessories Limited
IMPEXFERRO.BO,IMPEX FERRO TECH LTD.
IMPEXFERRO.NS,Impex Ferro Tech Limited
INANI.BO,Inani Marbles & Industries Limited
INANISEC.BO,Inani Securities Ltd.
INCAP.BO,Incap Ltd.
